commit,chart_version,images
eaac9f57e8769c83ce7def40146c8a5991ace56e,11.1.3,docker.io/bitnami/redis:6.0.8-debian-10-r35
e843628ed45f2ade2436267792233e5cfbadd1aa,11.1.4,docker.io/bitnami/redis:6.0.8-debian-10-r35
7772b2dbb001c7a294c87787841b469cb876308a,11.2.0,docker.io/bitnami/redis:6.0.8-debian-10-r35
1585993d7dc93c27f70512dbf8ad6701ec397f38,11.2.1,docker.io/bitnami/redis:6.0.8-debian-10-r35
cc3744c99be0ace55bd3d082ad4746dbda1e5a4d,11.2.2,docker.io/bitnami/redis:6.0.8-debian-10-r35
4aad73ac532eb282e2c68162b475b0a1ae264e30,11.2.3,docker.io/bitnami/redis:6.0.9-debian-10-r0
c08a20e3db004215383004ff023a73fcc2522e72,11.2.3,docker.io/bitnami/redis:6.0.9-debian-10-r0
5127668e0086393042097f082284687f1aa9a1a9,11.3.0,docker.io/bitnami/redis:6.0.9-debian-10-r0
d562cffe4c1cb48f11a4e0baf241c49acf393a39,11.3.1,docker.io/bitnami/redis:6.0.9-debian-10-r0
1561d7ccef0f758b02b71bddf3797d30ffb7cfea,11.3.2,docker.io/bitnami/redis:6.0.9-debian-10-r0
abb7aefe4d44206b668be032c47376fd5cf45bf9,11.3.3,docker.io/bitnami/redis:6.0.9-debian-10-r0
2ed85a611eeb91f6f1495c535f7869f69584f405,11.3.4,docker.io/bitnami/redis:6.0.9-debian-10-r0
a53c8b51f27931de15f5ac8a5ce4b46b66c03338,12.0.0,docker.io/bitnami/redis:6.0.9-debian-10-r13
ede737f17aa606661dabd1bd753bdb48714803f3,12.0.1,docker.io/bitnami/redis:6.0.9-debian-10-r13
ab11db5c8a1271b709b3878fbd5e578cff5782f0,12.1.0,docker.io/bitnami/redis:6.0.9-debian-10-r13
c1bfc0e28bf8a770855f3626b0386af8ae99479b,12.1.1,docker.io/bitnami/redis:6.0.9-debian-10-r13
239e2d8ac55b857f02fdf467b1a56f90ccf3223c,12.1.2,docker.io/bitnami/redis:6.0.9-debian-10-r13
922a2c0b4437704274c93d09586de35714906ec9,12.1.2,docker.io/bitnami/redis:6.0.9-debian-10-r13
544b7bc23e9e8e71efa9169592ac948881663974,12.1.3,docker.io/bitnami/redis:6.0.9-debian-10-r38
113dcd7747b1215bb688dc6a41b73f4a1a4cf7b4,12.2.0,docker.io/bitnami/redis:6.0.9-debian-10-r38
b473fa98f79cb1b06bf592cfe8495c92a6fda16b,12.2.1,docker.io/bitnami/redis:6.0.9-debian-10-r38
49adc63b672da976c55af2e077aa5648a357b77f,12.2.1,docker.io/bitnami/redis:6.0.9-debian-10-r38
be187bec4a5d9c0623459dfc2fc98a703cf853b9,12.2.2,docker.io/bitnami/redis:6.0.9-debian-10-r38
2cd3ec6c6e3c32f63548e0137b8c440812ee4dfe,12.2.3,docker.io/bitnami/redis:6.0.9-debian-10-r38
28701368ae0d7c5a08b4439254bf54700f1e8e06,12.2.4,docker.io/bitnami/redis:6.0.9-debian-10-r38
