6d479ac22daa20c3f7af83917ab0a06f03b07f3d,0.1.0,docker.io/bitnami/logstash:7.4.0-debian-9-r4
a8c684f66825292e0dca7360cd6fa85eab380e08,0.1.0,docker.io/bitnami/logstash:7.4.0-debian-9-r4
b4d24a902b0cfbbc2d89e2b88e837d49fd0821c4,0.1.0,docker.io/bitnami/logstash:7.4.0-debian-9-r4
2fed75e0267b2bbeae44f3e2879ebb775703ac0c,0.1.0,docker.io/bitnami/logstash:7.4.0-debian-9-r4
6cfc93c383a98eb35e1aed591277fb4c849d8294,0.1.0,docker.io/bitnami/logstash:7.4.0-debian-9-r4
81881d96a179b1f0d61a3ad8d0b4b8789ad9bdc8,0.1.0,docker.io/bitnami/logstash:7.4.0-debian-9-r4
21923718d1cc661a514f810257f18b1d620fc81f,0.1.0,docker.io/bitnami/logstash:7.4.0-debian-9-r4
4ca7068c131ff0cdf07a053a16aa862516a0a4a8,0.1.0,docker.io/bitnami/logstash:7.4.0-debian-9-r4
3337308eeba7529f38f8f676b781c623eaa9750e,0.2.0,docker.io/bitnami/logstash:7.4.0-debian-9-r4
9f9838c8a1ca703254073d35c3db1baba3c6866f,0.2.0,docker.io/bitnami/logstash:7.4.0-debian-9-r4
0f36769a7fd7cce1f40e390c73ef23df00000dea,0.2.0,docker.io/bitnami/logstash:7.4.2-debian-9-r0
f7a4fea7d0e1447f466c8476a82af9b8f3677578,0.2.1,docker.io/bitnami/logstash:7.4.2-debian-9-r0
f6dd817737cc4d6ab7c8e3aa1dbe7b4de79896fa,0.2.2,docker.io/bitnami/logstash:7.4.2-debian-9-r0
493f3541d3ccac49f15552cd739f84468fde7986,0.2.2,docker.io/bitnami/logstash:7.4.2-debian-9-r0
0ea09667a8f9811a3256da6fe13ed485ee1192cc,0.2.3,docker.io/bitnami/logstash:7.4.2-debian-9-r3
b3022258e77f585bbccd7c1dc518d215d6d6c005,0.2.4,docker.io/bitnami/logstash:7.5.0-debian-9-r0
bbf690e0f35df72dc2592f9b7b7f85152abd1026,0.2.5,docker.io/bitnami/logstash:7.5.1-debian-9-r0
70106a29e3d2085b1ee1b1d61e4ebf30261a90af,0.2.6,docker.io/bitnami/logstash:7.5.1-debian-9-r21
05feb12352d19fa9bc5e93b0543160776bbe1467,0.2.7,docker.io/bitnami/logstash:7.5.2-debian-9-r0
a6e31969668b3bd7e358e0f08fa0b58ba4d6a52f,0.2.8,docker.io/bitnami/logstash:7.5.2-debian-10-r0
40ee57cf5164717357e1627b55bf25f59c40fbd1,0.2.9,docker.io/bitnami/logstash:7.5.2-debian-10-r0
4119e5619ab19299eb972b2fb6e0cb672163c5b4,0.2.10,docker.io/bitnami/logstash:7.6.0-debian-10-r0
8af04da71efa9bbe21ce686678ab31a5e93dd29c,0.2.11,docker.io/bitnami/logstash:7.6.0-debian-10-r15
61e62a51b01e67d3bd66dee25e00e07435cd7d32,0.2.12,docker.io/bitnami/logstash:7.6.1-debian-10-r0
a0e44f7d6a10b8b5643186130ea420887cb72c7c,0.2.13,docker.io/bitnami/logstash:7.6.1-debian-10-r0
c1967f9b1d106fc5f3586bd0b2c2065cbcbe35ab,0.2.14,docker.io/bitnami/logstash:7.6.1-debian-10-r8
9821a42218f43e7dd438dad47cc5482fcf29418d,0.2.15,docker.io/bitnami/logstash:7.6.1-debian-10-r19
5de51a34376ae2b04561a537f6746ed92f7ff9c1,0.2.16,docker.io/bitnami/logstash:7.6.2-debian-10-r0
00839e082cdab46d5200917126b68ca6c796764e,0.2.17,docker.io/bitnami/logstash:7.6.2-debian-10-r15
98b1dd6807fdbf0d86df85ab30ca3e027cc3070b,0.2.18,docker.io/bitnami/logstash:7.6.2-debian-10-r21
d1fb8d703edf98de2d28b60bf066ffb8add4f40c,0.2.19,docker.io/bitnami/logstash:7.6.2-debian-10-r38
e1108a71325dbcc0cca32a7b22f1ca7307cbbedf,0.2.20,docker.io/bitnami/logstash:7.6.2-debian-10-r39
