d20173aa3fab7793012d8eb65420c5560cd0166d,0.0.1,docker.io/tompizmor/kafka:1.1.0
0b280542a8b26c97c14c45e7902bdc113edaf666,0.0.1,docker.io/bitnami/kafka:1.1.0
98c0b7d5be6a90bb73ea65444e8f955595b8d47f,0.0.1,docker.io/bitnami/kafka:1.1.0
ace6973a546feec2920a477e9b39a4c8434b7723,0.0.1,docker.io/bitnami/kafka:1.1.0
473e2b2646f6a7eceabd5c23c2678bab54ef98c4,0.0.2,docker.io/bitnami/kafka:1.1.0
dd6ca2416bb8b4de82f9880f8eadb6f21c42726f,0.0.3,docker.io/bitnami/kafka:1.1.0
386a592a9dca6d1ee7bc34a8c3d898d55d658339,0.0.3,docker.io/bitnami/kafka:1.1.0
e8153d806c681956d15670475756e67166171b0b,0.0.4,docker.io/bitnami/kafka:1.1.0
125ac00b67d07e926f8c894f628b2813f2699c9d,0.0.4,docker.io/bitnami/kafka:1.1.0-debian-9
edd533a4c5fb631118ad74e7ffafb7c9d7440759,0.0.4,docker.io/bitnami/kafka:1.1.0-debian-9
7e4ddadeeb8f6a21cea92ec443e33dd15e34d7c9,0.0.5,docker.io/bitnami/kafka:1.1.0-debian-9
0aa5f72d63242b3fd5d5e2d64d842763b7397631,0.0.6,docker.io/bitnami/kafka:1.1.0-debian-9
551c250a4af035dce11c6503457c7930627d1508,0.0.6,docker.io/bitnami/kafka:1.1.0-debian-9
8d823c26e4506db700a0c3229bd451688873e63f,0.0.5,docker.io/bitnami/kafka:1.1.1-debian-9
e0a2c35b553bc8bfef3cf41bdca97b7f9169bb4d,0.0.5,docker.io/bitnami/kafka:1.1.1-debian-9
e0cf56d9696f0bcc5aa79536aa8d6971d5d7c5c9,0.0.6,docker.io/bitnami/kafka:1.1.1-debian-9
05f4a60afda1eed149a4bbafafa1c90b7795a2f9,0.0.6,docker.io/bitnami/kafka:1.1.1-debian-9
0071eb5545f7774eeab9ea335c660df644ad3e4c,0.0.7,docker.io/bitnami/kafka:1.1.1-debian-9
ae72588f0869e0097d1db95e27f2e6efd658c712,0.0.8,docker.io/bitnami/kafka:1.1.1-debian-9
d209240f58c1978e84ae05b6ae743bb941131a1b,0.0.8,docker.io/bitnami/kafka:2.0.0-debian-9
34afefe813a5a2cb64f8e9dfff7523cacb501fc7,0.0.8,docker.io/bitnami/kafka:2.0.0-debian-9
0db5066369b73685fb13f1f17ca48f078ee41b5d,0.0.9,docker.io/bitnami/kafka:2.0.0-debian-9
6fd90d0f52676bae0293745c1fb493d7c3e9c655,0.0.9,docker.io/bitnami/kafka:2.0.0-debian-9
bd1ad050655c1a2835b33bd18f6f0f912f61f3d3,0.0.9,docker.io/bitnami/kafka:2.0.0-debian-9
e9dd41e93dfc4b161d85054661eef359f9ece936,1.0.0,docker.io/bitnami/kafka:2.0.0-debian-9
727b0705951f485b00afe2107b1427f7ca842233,1.0.0,docker.io/bitnami/kafka:2.0.0-debian-9
c22b640d382e47f9769681624f919f64742e0533,1.0.0,docker.io/bitnami/kafka:2.0.0-debian-9
a64172812af8b11fac23be2fe7a66b1edb14c71f,1.0.1,docker.io/bitnami/kafka:2.0.0-debian-9
099519c1a23dfc6f6a1f51cc4a50725245dfeb9b,1.0.1,docker.io/bitnami/kafka:2.0.0-debian-9
a140313f4910d1366170415f0300729c22eda073,1.0.1,docker.io/bitnami/kafka:2.0.0-debian-9
728466ac178560c67f2ede913140f50dc5136fd3,1.0.1,docker.io/bitnami/kafka:2.0.0-debian-9
2f6dc51ce6307d57bd8c20e929da23dd2adf22d5,1.0.2,docker.io/bitnami/kafka:2.0.0-debian-9
395ba08e2bc14ef28a0cae1fada97ed6cf2e777d,1.1.0,docker.io/bitnami/kafka:2.0.0-debian-9
93170acc16e842e55aff7b7d944f7fbe025eee91,1.1.0,docker.io/bitnami/kafka:2.0.0-debian-9
dec26e5d0b982905dde2a55fdf2285a7781a64cc,1.1.0,docker.io/bitnami/kafka:2.0.0-debian-9
31763114bac13596dba98e6f7b6fb2c937be81a8,1.0.2,docker.io/bitnami/kafka:2.0.0-debian-9
f62c4f686766576758dd56ed787c0f63514cdac2,1.0.2,docker.io/bitnami/kafka:2.0.0-debian-9
0f281355c5a2f166b8bf591a6b1ceb743fcf1a4c,1.1.0,docker.io/bitnami/kafka:2.0.0-debian-9
be6cbedd27cea4c5c0e30ce70c9790c27ca1a0ec,1.1.0,docker.io/bitnami/kafka:2.0.0-debian-9
24706a6163b75700c705f3021bb37790f95423c9,1.1.0,docker.io/bitnami/kafka:2.0.0-debian-9
9ead294d5705f2646e8d3b70e14129d23c07bf8a,1.1.0,docker.io/bitnami/kafka:2.0.0-debian-9
ce3acad2e9897fd0c3b9bbb676b3816065029fe0,1.0.3,docker.io/bitnami/kafka:2.0.0-debian-9
78a98b678e338dc94b901d632f7beab138c49c04,1.1.0,docker.io/bitnami/kafka:2.0.0-debian-9
427ac51cdf4de70f786563e1971a5d491d32ad54,1.1.0,docker.io/bitnami/kafka:2.0.0
0cfd3f421533a532c90438afa287bf46aa10413e,1.1.1,docker.io/bitnami/kafka:2.0.0
67fbfc93110ccf8c1453f4ce0946c411241496bc,1.1.1,docker.io/bitnami/kafka:2.0.1
65becb5dd47aa8138419bfa8ffa50431d8c63d4b,1.1.1,docker.io/bitnami/kafka:2.0.1
42acb1a1051af1aac0536e8c808c6010e9838ebe,1.1.2,docker.io/bitnami/kafka:2.0.1
fbab11d099c4a71dee047f03468be7dd98ee7d13,1.1.3,docker.io/bitnami/kafka:2.0.1
0e3d869371f89689f9950d2c9203e1336c2f6798,1.2.0,docker.io/bitnami/kafka:2.0.1
bda3d2cd0e065a8a420fa15df5851cbda890c607,1.2.0,docker.io/bitnami/kafka:2.0.1
0f11731db99ad1f2657cd342a7e1575beb3ccc43,1.2.0,docker.io/bitnami/kafka:2.0.1
5412d880d5586c84025ae93c23d04734786d8e0d,1.2.0,docker.io/bitnami/kafka:2.1.0
aeb53f1b335acb79d193fd7f0501dc2cf3be9332,1.2.0,docker.io/bitnami/kafka:2.1.0
b41a739921234160a7dcd87d278c247acc808d95,1.2.1,docker.io/bitnami/kafka:2.1.0
f964514fbb3e63e308f5f3eca6bb6ee6eb1d5038,1.2.2,docker.io/bitnami/kafka:2.1.0
d88146dc8d877ef3daf6dda8110f75008bf56995,1.2.3,docker.io/bitnami/kafka:2.1.0
eb12d81e0977328977c51ea114f15a53ed90bdcd,1.2.4,docker.io/bitnami/kafka:2.1.0
db633c66447eb6585b1cee02fdce0c402580cbdf,1.2.4,docker.io/bitnami/kafka:2.1.0
e68b59ca16d69968bcb59bd30d8b93396c8456ff,1.2.5,docker.io/bitnami/kafka:2.1.0
3310c958c6f62b9d85c283d526a2bf206a9c37f5,1.2.5,docker.io/bitnami/kafka:2.1.0
328af8af75cf954d2ca2d9e437492c13bf034b5f,1.2.5,docker.io/bitnami/kafka:2.1.0
e8112e333b7275643d903d75e08036dacf805a02,1.2.5,docker.io/bitnami/kafka:2.1.0
04b74845370a474c470473e9fa2372bf3924e3a3,1.2.6,docker.io/bitnami/kafka:2.1.0
5191e48086e6b3ea25834ef578496547d1bfa04b,1.3.0,docker.io/bitnami/kafka:2.1.0
60edfecc127b1e2da65460b736b65a59263dc176,1.3.0,docker.io/bitnami/kafka:2.1.0
5c8517c6dc37cf6f776ad61930db224a6a68a279,1.3.0,docker.io/bitnami/kafka:2.1.0
66fd599ed1731b5ef914381db9bb176bf9601bf8,1.3.0,docker.io/bitnami/kafka:2.1.0
9a2cf81399905b7b3190bbc35a8d554f94014ce8,1.2.6,docker.io/bitnami/kafka:2.1.0
5265f54a616e0e8e19b7a82732ecd6626b6afb99,1.2.6,docker.io/bitnami/kafka:2.1.0
e525846b8889f62886297ec026bb5b15aecae780,1.3.0,docker.io/bitnami/kafka:2.1.0
321fe04c1dc48138638e966bf034564db8bb6f63,1.3.1,docker.io/bitnami/kafka:2.1.0
69a201ca8e34ee89929f3c118df54b874bc1821a,1.3.0,docker.io/bitnami/kafka:2.1.0
025a87d9db3509f76d85c53f0bef3a966b7b6e5b,1.3.1,docker.io/bitnami/kafka:2.1.0
