commit,chart_version,images
697e18d3f9a878f7789404e6aed7516501c8ee22,4.2.4,docker.io/bitnami/mysql:5.7.25
7fe6c95dbe3c03107adf768166422a2b8808882b,4.2.4,docker.io/bitnami/mysql:5.7.25
0c3061d87f51058d7143c41c7b8f76fa15c91ccf,4.2.5,docker.io/bitnami/mysql:5.7.25
08704a55fa287f8da2e680344163b65863959329,4.2.6,docker.io/bitnami/mysql:5.7.25
c50e96d8e51d514f885d2f02d68b4d045315e959,4.3.0,docker.io/bitnami/mysql:5.7.25
9ee898ead87efdf747383dc480f66ba20949830b,4.3.0,docker.io/bitnami/mysql:5.7.25
0a3a1085f37e06747d15a3588b12f91e1f4a3ca8,4.3.0,docker.io/bitnami/mysql:5.7.25
22d6e0b546ec6b222cc444ea3c02fd25d6f31dce,4.4.0,docker.io/bitnami/mysql:5.7.25
5d216bfea23f62aae825e733a9e37e936f14c310,4.4.1,docker.io/bitnami/mysql:5.7.25
8c80056d5526875b7b350128de0f8fb6e8e3bfa2,4.4.1,docker.io/bitnami/mysql:5.7.25
1a45bba6ce964b3e2b939fba0cdf063cf66e7586,4.5.0,docker.io/bitnami/mysql:5.7.25
3b2feee14f9759eca4df59237ae9a05afe748a0f,4.5.0,docker.io/bitnami/mysql:5.7.25
e39b33eb340391effc27664e4802832f08c357ac,4.5.1,docker.io/bitnami/mysql:5.7.25
71c2f0a92a06f812d3982d418a4d2ef07f0abf71,4.5.2,docker.io/bitnami/mysql:5.7.26
cfd33b98c46ab58de5b9ad4c3f705fb03bdafcbe,5.0.0,docker.io/bitnami/mysql:8.0.15
591e95005ecf8aeef43efc43b5937056268ec1cd,5.0.1,docker.io/bitnami/mysql:8.0.16
f9093c1aaa9cde25a042c3d62f7873385447cbf7,5.0.2,docker.io/bitnami/mysql:8.0.16
17ca4f5c91da33da03f9e2d411fe5e004e825c4d,5.0.2,docker.io/bitnami/mysql:8.0.16-debian-9-r16
adfc35728c2a8a9def9e1897b3772d64df621354,5.0.2,docker.io/bitnami/mysql:8.0.16-debian-9-r16
95957ea6430f28ec3593053afb0bfccb75703c79,5.0.3,docker.io/bitnami/mysql:8.0.16-debian-9-r16
e78dec543e158ae27c82604c1281f7a2a396b46a,5.0.4,docker.io/bitnami/mysql:8.0.16-debian-9-r16
a0088d64db8a27563b7867ce53cdd77bfa4b5d4f,5.0.4,docker.io/bitnami/mysql:8.0.16-debian-9-r16
aa3d81bb9ad459a362d804253bfe52c9a4e8cdee,5.0.5,docker.io/bitnami/mysql:8.0.16-debian-9-r33
7ac4ec09a0113aae7d39173f52fb11c55f27cde5,5.0.6,docker.io/bitnami/mysql:8.0.16-debian-9-r33
a73d14974fd61b76b0fb233f0a43eb21d2b956dd,5.0.7,docker.io/bitnami/mysql:8.0.16-debian-9-r33
4effe5c3b9ac9b90feff05a3efa24032523bca91,5.0.7,docker.io/bitnami/mysql:8.0.16-debian-9-r33
775948eb27ccc5599262002b71f4982cc2b2dc8d,5.0.8,docker.io/bitnami/mysql:8.0.16-debian-9-r33
febf2c909163a06f41436105df22357296a55879,5.0.8,docker.io/bitnami/mysql:8.0.16-debian-9-r33
8e5940a9260dc722ae1a630a6b6e21df2502323f,5.0.9,docker.io/bitnami/mysql:8.0.16-debian-9-r33
1ce079c789a6c0f5174094af3ea6fb67b6c926fd,6.0.0,docker.io/bitnami/mysql:8.0.16-debian-9-r33
bc553cab99b0e5f863144a862aa1e806f2e3c291,6.1.0,docker.io/bitnami/mysql:8.0.16-debian-9-r33
c699e9f2aed150351c8a7b21717b5a959ef2d2e3,6.1.0,docker.io/bitnami/mysql:8.0.16-debian-9-r33
a890653216789739e587aa0e3f871cb665785a0d,6.1.1,docker.io/bitnami/mysql:8.0.17-debian-9-r1
2359866bbb0ded78d1462caead45b4302dc9e7ff,6.2.0,docker.io/bitnami/mysql:8.0.17-debian-9-r1
94dc714879248faafe9a592b2969fe2fa609d49c,6.2.1,docker.io/bitnami/mysql:8.0.17-debian-9-r1
93e25e06dd0fff5ec0bbe65f880733a51e290067,6.2.1,docker.io/bitnami/mysql:8.0.17-debian-9-r1
aa0294b246340ed44d76f8cac59338ee685fab5e,6.2.2,docker.io/bitnami/mysql:8.0.17-debian-9-r1
cdb4bdceda07e03f3902ec2796eab54d2c6f1650,6.2.2,docker.io/bitnami/mysql:8.0.17-debian-9-r1
9459dbbf98c5572f0b92cd3eef8e12ec83a48397,6.3.0,docker.io/bitnami/mysql:8.0.17-debian-9-r1
1872215effe0a6ff672537387684c8a97fb3093c,6.3.0,docker.io/bitnami/mysql:8.0.17-debian-9-r1
1d7f3df1250d8f3ba7b17add67de6515dd93f1e7,6.3.1,docker.io/bitnami/mysql:8.0.17-debian-9-r1
f41c19310b0aba01be37217e530b678ae30a560f,6.3.2,docker.io/bitnami/mysql:8.0.17-debian-9-r1
270007568e5fd35e88ded9ecb7d5127c6eac2eca,6.3.2,docker.io/bitnami/mysql:8.0.17-debian-9-r26
921e81153c755c5e06b86fbc54841c115f6e10bb,6.3.3,docker.io/bitnami/mysql:8.0.17-debian-9-r26
decd85ff9ee57beb656648918b1197b6d8b9d5af,6.3.3,docker.io/bitnami/mysql:8.0.17-debian-9-r26
c1a2df9d13f8e5acf4c729fc894eff47b92e4618,6.3.4,docker.io/bitnami/mysql:8.0.17-debian-9-r39
bdf9474ea51f0ac0435901593d97e2ac2afa005b,6.3.5,docker.io/bitnami/mysql:8.0.17-debian-9-r39
10f173888cd7001e8e7b857b30d80fd58de48b48,6.4.0,docker.io/bitnami/mysql:8.0.17-debian-9-r39
5bbec9a87350b0bd27d2afdb4059233ffd4e3ef4,6.4.0,docker.io/bitnami/mysql:8.0.17-debian-9-r39
9fa44e2f9f0314df17a84afe7aff1ff19f333f71,6.4.1,docker.io/bitnami/mysql:8.0.17-debian-9-r39
c9029fb8ca02a4bf8e4de554ec371d2c1f395cb1,6.4.2,docker.io/bitnami/mysql:8.0.17-debian-9-r45
4dfac075aacf74405e31ae5b27df4369e84eb0b0,6.4.3,docker.io/bitnami/mysql:8.0.17-debian-9-r45
e83451529e75f4affe3a2b5cd0db2ca5304b27ae,6.4.4,docker.io/bitnami/mysql:8.0.17-debian-9-r80
84068299d8571d041f66244e3611291c14b275b7,6.4.5,docker.io/bitnami/mysql:8.0.18-debian-9-r0
355c340c34853ea3e55b538fb7f65a028d0762da,6.4.6,docker.io/bitnami/mysql:8.0.18-debian-9-r0
4705a98e346aae7e784ee27cd8c58d0f8e8411f3,6.4.7,docker.io/bitnami/mysql:8.0.18-debian-9-r0
8e6fa3bf7e3198954b6af507cf143fd4870c1c33,6.4.8,docker.io/bitnami/mysql:8.0.18-debian-9-r0
23863cdcf64d1a3c5e94d1bb752118cf02e730f7,6.4.9,docker.io/bitnami/mysql:8.0.18-debian-9-r0
e56d2d54ac370ea6965217a25d7d446d1f783d08,6.5.0,docker.io/bitnami/mysql:8.0.18-debian-9-r0
33347cd6a3051958a55cdb17dcb4a0c1a9256a80,6.5.1,docker.io/bitnami/mysql:8.0.18-debian-9-r21
a7e0c9fe85cfc9f5b891dc37a52e1c5b30d1d666,6.6.0,docker.io/bitnami/mysql:8.0.18-debian-9-r21
767f99e65ad1a832fcb86d49a0c9794af5217d78,6.6.0,docker.io/bitnami/mysql:8.0.18-debian-9-r21
dbae93ff49233e517363f425a43e88295f4e8480,6.6.0,docker.io/bitnami/mysql:8.0.18-debian-9-r26
8ec03555c5c89a8d0f1dd1b66bb939287581d642,6.7.0,docker.io/bitnami/mysql:8.0.18-debian-9-r36
223f8b3934ac06eeecb01304268727412cee5da2,6.7.0,docker.io/bitnami/mysql:8.0.18-debian-9-r37
1d13d704db12ef9c817874553c10c8ddabebdbcf,6.7.0,docker.io/bitnami/mysql:8.0.18-debian-9-r37
3a5308c049deb557c9f31ccdb1b2fe1cee1f404b,6.7.1,docker.io/bitnami/mysql:8.0.18-debian-9-r37
bcf6b1c5d6b95faa87a2ff32324ff1fd9668c1ba,6.7.2,docker.io/bitnami/mysql:8.0.18-debian-9-r68
7a2cee6c8b21567f12d1ebafcc5818fe11599e34,6.7.3,docker.io/bitnami/mysql:8.0.19-debian-9-r0
f07f9548539f07e958f3ac204d66d7820554dfa6,6.7.4,docker.io/bitnami/mysql:8.0.19-debian-9-r1
a2839dab5a2fc0c6d25e29a776ee7196f5466910,6.7.5,docker.io/bitnami/mysql:8.0.19-debian-10-r0
1e250ce69ae286abc31601e9c759187084775aa7,6.7.6,docker.io/bitnami/mysql:8.0.19-debian-10-r0
678febc237594606f2505ba98c651a8ab8f484ab,6.7.7,docker.io/bitnami/mysql:8.0.19-debian-10-r0
40ee57cf5164717357e1627b55bf25f59c40fbd1,6.7.7,docker.io/bitnami/mysql:8.0.19-debian-10-r0
dc3eb981362b522de7bf97e62dab9571165fb4ce,6.8.0,docker.io/bitnami/mysql:8.0.19-debian-10-r0
51e73b9fffcd58aa91ad054afdaa375569e1e0b2,6.8.1,docker.io/bitnami/mysql:8.0.19-debian-10-r21
fbd69f5ffd1e448d04d45cf74f282b4417db0bc4,6.9.0,docker.io/bitnami/mysql:8.0.19-debian-10-r21
96f2e33ddd552a778e9a90b2e86c909e6fc72a90,6.9.1,docker.io/bitnami/mysql:8.0.19-debian-10-r21
0d76072d9422e5f6bf57a9413f9aa71cee3792e0,6.9.2,docker.io/bitnami/mysql:8.0.19-debian-10-r33
964f0bccd3aba26f4b24c7cd22cba2b9bd247cfb,6.9.2,docker.io/bitnami/mysql:8.0.19-debian-10-r33
bb1eeb6be7faf4387e1b4458eaf15f4d21710073,6.10.0,docker.io/bitnami/mysql:8.0.19-debian-10-r33
9cfaa9a7981614da441ba4c4f270ad2ac630a736,6.10.1,docker.io/bitnami/mysql:8.0.19-debian-10-r33
a0e44f7d6a10b8b5643186130ea420887cb72c7c,6.10.2,docker.io/bitnami/mysql:8.0.19-debian-10-r33
7cdef83636f1ec028225c21d81613e6896b3eb00,6.10.3,docker.io/bitnami/mysql:8.0.19-debian-10-r49
e3336769bec51c6bb6857c46274d6ba6a53db491,6.10.4,docker.io/bitnami/mysql:8.0.19-debian-10-r58
dd54b15ed2079250882195bd231c20797ae4655b,6.11.0,docker.io/bitnami/mysql:8.0.19-debian-10-r58
b6c9098f9e606f74def84dff267035ed2f397295,6.11.1,docker.io/bitnami/mysql:8.0.19-debian-10-r64
c081499a0026ef4fae76be0b4c2b3f5b56a30d55,6.11.2,docker.io/bitnami/mysql:8.0.19-debian-10-r86
f12527c0e46037bc9a1d6eb8fddde2f0556e6fcd,6.11.3,docker.io/bitnami/mysql:8.0.19-debian-10-r87
2e96ef08e8090fb4b3958c7a10c79c1af28de185,6.11.4,docker.io/bitnami/mysql:8.0.19-debian-10-r88
f721f6dabf6de8958bc072bff6e7d4b01ee67fd4,6.11.5,docker.io/bitnami/mysql:8.0.19-debian-10-r94
646695d3826e19bf90b16d742ff07040afb34fab,6.12.0,docker.io/bitnami/mysql:8.0.20-debian-10-r3
6845d20ba13838da03ebddc0cce0ba39d3944b99,6.13.0,docker.io/bitnami/mysql:8.0.20-debian-10-r14
e67301215b4a5577150a78192b824a3931f34fad,6.13.0,docker.io/bitnami/mysql:8.0.20-debian-10-r14
c7751eb5764e468e1854b58a1b8491d2b13e0a4a,6.13.0,docker.io/bitnami/mysql:8.0.20-debian-10-r14
29b2fc633b5334a251fdb98d7bb586059f1b4d61,6.13.1,docker.io/bitnami/mysql:8.0.20-debian-10-r23
d926ce8937cab2e21a21b68ac511f68c85205030,6.13.2,docker.io/bitnami/mysql:8.0.20-debian-10-r24
eb4e9f8750f4be171fba15d2e3659e86c808c60f,6.14.0,docker.io/bitnami/mysql:8.0.20-debian-10-r24
97043b442e06741ca3583dba588c05a4bc24d098,6.14.1,docker.io/bitnami/mysql:8.0.20-debian-10-r36
219f1cdec62b67c72154c3a77ea923b4c791d5e6,6.14.1,docker.io/bitnami/mysql:8.0.20-debian-10-r36
f213f0e950fa6a77cf1721d248d868da56b0b172,6.14.2,docker.io/bitnami/mysql:8.0.20-debian-10-r37
fe9fd8c261195385aae73e165ac6c1a666fef08e,6.14.3,docker.io/bitnami/mysql:8.0.20-debian-10-r41
c315cb078a4cef97ff53cf2066b34add3f2926ba,6.14.3,docker.io/bitnami/mysql:8.0.20-debian-10-r41
1a0b53bb26ebd2e5dd2646ac5ad3c6de149ca40c,6.14.4,docker.io/bitnami/mysql:8.0.20-debian-10-r59
c0df5931898da2a5db348ea7dfcf65234057fcf2,6.14.5,docker.io/bitnami/mysql:8.0.20-debian-10-r59
210091767d485b81eee90856d2efd8b41aee68b9,6.14.6,docker.io/bitnami/mysql:8.0.20-debian-10-r59
251ef31d16dea2aa70a3c2c4919bb25b71b6b901,6.14.7,docker.io/bitnami/mysql:8.0.21-debian-10-r4
3d7ab406fecd64f1af25f53e7d27f03ec95b29a4,6.14.7,docker.io/bitnami/mysql:8.0.21-debian-10-r4
ac4f973071e7140a29fc03f6c27042032808eacb,6.14.7,docker.io/bitnami/mysql:8.0.21-debian-10-r4
eeda6fcba43e1e98f37174479eb994badd2f5241,6.14.8,docker.io/bitnami/mysql:8.0.21-debian-10-r17
1ed12f96af75322b46afdb2b3d9907c11b13f765,6.14.8,docker.io/bitnami/mysql:8.0.21-debian-10-r17
