commit,chart_version,images
fc481d882ea63f242806cf0a20fdbc701721fb83,7.5.8,docker.io/bitnami/rabbitmq:3.8.6-debian-10-r0
079f5bd6ec59bb058216d6a931449b895517c789,7.6.0,docker.io/bitnami/rabbitmq:3.8.6-debian-10-r0
e713290f523360ae166de1f4f71164dc3e9f9cd6,7.6.1,docker.io/bitnami/rabbitmq:3.8.6-debian-10-r0
8d0be4f3cdd1b7ddaeefabbad8d4ff5f2a21f7ae,7.6.2,docker.io/bitnami/rabbitmq:3.8.6-debian-10-r0
fafc4f8465b6a27eee293f299b82e7995787c235,7.6.3,docker.io/bitnami/rabbitmq:3.8.7-debian-10-r0
28337624c81e7328a2fbad2408b9c3034acdb0e6,7.6.4,docker.io/bitnami/rabbitmq:3.8.7-debian-10-r0
1ed12f96af75322b46afdb2b3d9907c11b13f765,7.6.4,docker.io/bitnami/rabbitmq:3.8.7-debian-10-r0
d695d1281775e77eb9dd7682594e10d3233037d9,7.6.5,docker.io/bitnami/rabbitmq:3.8.8-debian-10-r0
1b9ca8daea338aed3949b1857a94c8a5ac451fdc,7.6.6,docker.io/bitnami/rabbitmq:3.8.8-debian-10-r0
24492789aeadc39da80649d409116b7aa3155ce1,7.6.6,docker.io/bitnami/rabbitmq:3.8.8-debian-10-r0
8e388f5e4d9ebd35efbf884b0290c1cd8e24e3b6,7.6.7,docker.io/bitnami/rabbitmq:3.8.8-debian-10-r11
e57038cd7f2d38a88bcf98272095f21698caad2a,7.6.8,docker.io/bitnami/rabbitmq:3.8.9-debian-10-r0
b3ba436d3f2300079cc41805cfa1e21d41a015e9,7.6.9,docker.io/bitnami/rabbitmq:3.8.9-debian-10-r20
d883c8bbadc8ca03b8f1d60cf59839c4bfce62ce,7.7.0,docker.io/bitnami/rabbitmq:3.8.9-debian-10-r20
c08a20e3db004215383004ff023a73fcc2522e72,7.7.0,docker.io/bitnami/rabbitmq:3.8.9-debian-10-r20
2643e7c9ea13724188011f3bbe76733264d9625d,7.7.1,docker.io/bitnami/rabbitmq:3.8.9-debian-10-r20
b2d56891e0f0e144b35439cdcf5bbec3eae75ac9,7.8.0,docker.io/bitnami/rabbitmq:3.8.9-debian-10-r20
ecb3d1115f8a5f41ee4e73f31ff95723e99bc85a,8.0.0,docker.io/bitnami/rabbitmq:3.8.9-debian-10-r37
00fe9102835b89e36f8c4c252f5115a2be795fa4,8.0.1,docker.io/bitnami/rabbitmq:3.8.9-debian-10-r37
7008521c57b46194017b74c75712826c7264d7b8,8.0.2,docker.io/bitnami/rabbitmq:3.8.9-debian-10-r37
ebc07b91528b63bc9ecec155cdfc7cf1cf52fbcf,8.0.2,docker.io/bitnami/rabbitmq:3.8.9-debian-10-r37
db3dd28bf64cc060615e03226030180d6c2f3dc9,8.0.3,docker.io/bitnami/rabbitmq:3.8.9-debian-10-r37
b743bf60c75ce6962a7a48cb236d41c21206103d,8.0.4,docker.io/bitnami/rabbitmq:3.8.9-debian-10-r37
ad61be20a3edd06f11692e07443973455c257511,8.0.5,docker.io/bitnami/rabbitmq:3.8.9-debian-10-r37
ab46e49574a2522454c94058c31dcc92f0ca31f6,8.1.0,docker.io/bitnami/rabbitmq:3.8.9-debian-10-r37
c6e55842dc599f9087f7d8659e6f6dc2542eed68,8.1.1,docker.io/bitnami/rabbitmq:3.8.9-debian-10-r37
95249478d9498b5b57a99b943bd995a1c901cf52,8.2.0,docker.io/bitnami/rabbitmq:3.8.9-debian-10-r37
e4fb3b01ca0e232594c98efea718ba7b56947b29,8.2.0,docker.io/bitnami/rabbitmq:3.8.9-debian-10-r37
50c5d1af54c883b4a451203f02ed750ff71a1c42,8.3.0,docker.io/bitnami/rabbitmq:3.8.9-debian-10-r37
a318becebd08a034110a4628fceadf739350ee70,8.4.0,docker.io/bitnami/rabbitmq:3.8.9-debian-10-r37
aab5ec78b3d53be810d4eaf9bca1bde7cd436955,8.4.1,docker.io/bitnami/rabbitmq:3.8.9-debian-10-r37
e09301cf99230e22248d2fa72ff0162769640b6e,8.4.2,docker.io/bitnami/rabbitmq:3.8.9-debian-10-r37
95fde31b18b53f7a2459fbf611d8b2b805a9338d,8.4.3,docker.io/bitnami/rabbitmq:3.8.9-debian-10-r37
86aca4dd44191b39737aa7c837a556c95d9bb601,8.5.0,docker.io/bitnami/rabbitmq:3.8.9-debian-10-r37
e726d647527b61ce25dce90f37e4fa451bd1c7d4,8.5.1,docker.io/bitnami/rabbitmq:3.8.9-debian-10-r37
b473fa98f79cb1b06bf592cfe8495c92a6fda16b,8.5.2,docker.io/bitnami/rabbitmq:3.8.9-debian-10-r37
85460009e6c4da847f600388ab8296aa7b09a86c,8.5.3,docker.io/bitnami/rabbitmq:3.8.9-debian-10-r58
2826c125b42505f28431301e3c1bbe5366e47a01,8.5.4,docker.io/bitnami/rabbitmq:3.8.9-debian-10-r58
49adc63b672da976c55af2e077aa5648a357b77f,8.5.4,docker.io/bitnami/rabbitmq:3.8.9-debian-10-r58
7bf6867572ea20d6b1688e72450f2b59dbb9730c,8.5.5,docker.io/bitnami/rabbitmq:3.8.9-debian-10-r64
80c02e3195d34c0c49005453bcb4600ff13e94a3,8.6.0,docker.io/bitnami/rabbitmq:3.8.9-debian-10-r64
80584687240739eb7a887a7f331dba38211a44d2,8.6.1,docker.io/bitnami/rabbitmq:3.8.9-debian-10-r64
16d2aafd0776653f732f6ad9a262e6dbe6229904,8.6.2,docker.io/bitnami/rabbitmq:3.8.9-debian-10-r82
0126ba938e019e30d103878ae7b907240af55f4a,8.6.3,docker.io/bitnami/rabbitmq:3.8.9-debian-10-r82
6bc370176fb996b02b024479b830dd87e4537bf0,8.6.4,docker.io/bitnami/rabbitmq:3.8.9-debian-10-r82
19f440e58cdc17a4e1886b9c696290d306596a95,8.7.0,docker.io/bitnami/rabbitmq:3.8.9-debian-10-r82
fbb0ef314ecceb974068be95b22a4a6490e20735,8.7.1,docker.io/bitnami/rabbitmq:3.8.9-debian-10-r82
c5e67a388743cbee28439d2cabca27884b9daf97,8.7.1,docker.io/bitnami/rabbitmq:3.8.9-debian-10-r82
675d44b70576c381ba27e9af98c5841e68474d98,8.7.2,docker.io/bitnami/rabbitmq:3.8.9-debian-10-r82
b1bf54ddff9b14ecd9476d08d749cc75d447b688,8.7.3,docker.io/bitnami/rabbitmq:3.8.10-debian-10-r0
de55fe1cbfc8a9634e8836e9bf36a2d472a9f365,8.7.4,docker.io/bitnami/rabbitmq:3.8.10-debian-10-r0
a3b6935910d9d9fdca581911ee064cbdb81d4357,8.7.5,docker.io/bitnami/rabbitmq:3.8.11-debian-10-r0
320dd745389f844dc70beb0d0607103eadd12dfe,8.7.5,docker.io/bitnami/rabbitmq:3.8.11-debian-10-r0
7932e1b2a7d9387d5eb8d1e7ec455c6cda4fde93,8.8.0,docker.io/bitnami/rabbitmq:3.8.11-debian-10-r0
f8ffed1d6b7d9dbaa4e186674622a4abab5f053a,8.9.0,docker.io/bitnami/rabbitmq:3.8.11-debian-10-r0
8745e16bf0bfbdaf8f1921092cde4cdd8d45c2b3,8.9.1,docker.io/bitnami/rabbitmq:3.8.11-debian-10-r0
ce2f21db6c95923004145da5e98b123a6a798129,8.9.2,docker.io/bitnami/rabbitmq:3.8.11-debian-10-r0
5f095734f92555dec7cd0e3ee961f315eac170ff,8.9.2,docker.io/bitnami/rabbitmq:3.8.11-debian-10-r0
b9471482d1a804ee46efa07ecf766f1812f2a881,8.9.2,docker.io/bitnami/rabbitmq:3.8.11-debian-10-r0
8573a62618e8214c20a69e61128d8525ca4a00f2,8.9.3,docker.io/bitnami/rabbitmq:3.8.12-debian-10-r0
8f8994b3a5bf080e59dadd57b525b7d27d1dfde7,8.10.0,docker.io/bitnami/rabbitmq:3.8.12-debian-10-r0
b1f12dfce3f3b7ef3dfa8171081e011bd2160237,8.10.1,docker.io/bitnami/rabbitmq:3.8.12-debian-10-r0
71fb99f541e971b1daafaa20ffb7d18b153b8d60,8.10.2,docker.io/bitnami/rabbitmq:3.8.12-debian-10-r0
a57b09b68f9265a26b61795e3b7c10eb8dc84765,8.11.0,docker.io/bitnami/rabbitmq:3.8.12-debian-10-r0
0df7737b83be049b57dc214e605ed6a0ad81611f,8.11.1,docker.io/bitnami/rabbitmq:3.8.13-debian-10-r0
2af94b95c30abe5cc1f06be71ff488c98a34a64e,8.11.2,docker.io/bitnami/rabbitmq:3.8.14-debian-10-r0
870bc4dba1fc3aa55dd157da6687b25e8d352206,8.11.3,docker.io/bitnami/rabbitmq:3.8.14-debian-10-r0
78a1a10eae089e7553494ba2dbdfc12f02601429,8.11.4,docker.io/bitnami/rabbitmq:3.8.14-debian-10-r0
44cc11d5688aa36d0c90d1de7b772b487c446949,8.11.5,docker.io/bitnami/rabbitmq:3.8.14-debian-10-r24
0ab4f88a4f42ab46a644693a4f0840fe833530c6,8.11.6,docker.io/bitnami/rabbitmq:3.8.14-debian-10-r24
dde65db3fd5b1497894e4bf43aa3f9be65370c23,8.11.7,docker.io/bitnami/rabbitmq:3.8.14-debian-10-r24
30bb3da87a96aac4debbd3e7136527c2b78bd569,8.11.8,docker.io/bitnami/rabbitmq:3.8.14-debian-10-r24
80f51a57d795b203ca129cfa1894655f247458ef,8.11.9,docker.io/bitnami/rabbitmq:3.8.14-debian-10-r24
a6824ea56e762ed3ed7eac08218c886b3700fa94,8.12.0,docker.io/bitnami/rabbitmq:3.8.14-debian-10-r24
da17ec23647498cef61c66c6b3ea037a02d9cb3e,8.12.1,docker.io/bitnami/rabbitmq:3.8.14-debian-10-r46
fd1656587a007ac9b8e9d895f6b99607fb225f7c,8.12.2,docker.io/bitnami/rabbitmq:3.8.14-debian-10-r46
69645ae471aa21a655b650d00176ea39795edf87,8.12.3,docker.io/bitnami/rabbitmq:3.8.15-debian-10-r0
29ae25949201f1cb5de58ae5aaa001ae40858cc8,8.13.0,docker.io/bitnami/rabbitmq:3.8.15-debian-10-r0
4f6076edb1a353af27fbb3ca1e1b9cab5166e596,8.13.1,docker.io/bitnami/rabbitmq:3.8.16-debian-10-r0
07ab097836bd7a3705926a5cacb80a080d8f82f8,8.14.0,docker.io/bitnami/rabbitmq:3.8.16-debian-10-r0
